4.092536768594234875e-01 3.237760856518996366e-01
2.604856668018601384e-01 9.809529918815761418e-01
9.262804701451095024e-01 2.437483641970767945e-01
5.798768813649629594e-01 4.908766696999706802e-01
9.345575935278598312e-01 1.197007286505568091e-01
1.184652604454839997e-01 2.268946218859221320e-01
7.552310730956286466e-01 4.050745452739384911e-01
8.326467288389322041e-01 3.608468155205373229e-01
3.784851017774047977e-01 8.321311590373385858e-01
4.247921464718759088e-01 4.037091663015373033e-01
2.283283430657331303e-01 2.805476407413132200e-02
4.202064157111148335e-01 6.080106059305876443e-01
1.146830910714815577e-01 7.408589855643680222e-01
6.170694895434843952e-01 1.063355112495834032e-01
9.044711481685731025e-01 3.427424678848733919e-02
4.571793216387326497e-01 5.668331095843566203e-01
6.377736536571765313e-02 5.661783251917829052e-02
4.729860893456272475e-01 5.647281821135390345e-01
5.723908838102731433e-02 6.735380586385113499e-01
5.523157510753594623e-01 5.200381531236473176e-01
7.025678998735993552e-01 9.808414724595042600e-01
1.624690710550514838e-01 3.570157118653203288e-01
7.624409289207437768e-01 5.020187866328742476e-01
5.881152181532773859e-01 3.960024072454827460e-01
2.002489118829624548e-01 3.953964783929669879e-01
4.094536218282179840e-01 5.871059035672989701e-01
3.082371155497045656e-01 8.942104139140631958e-01
8.834601267444093242e-01 1.086350073409926287e-01
1.598506966698975962e-01 9.591985154454203411e-01
2.162596267103817915e-01 5.381029872392120161e-01
4.721201570895939836e-01 2.196366302547710925e-01
3.657387231125230898e-01 2.159129929434031592e-01
6.926581365858279771e-01 6.389206651883734267e-01
6.713603776640039156e-01 1.186194937492844881e-01
3.804708816829840412e-01 3.381719303518995190e-01
5.589825963453208812e-01 1.081701369281862224e-01
4.663954212342962258e-01 1.663572820672527541e-01
5.026482889288944600e-01 2.665902421792107901e-01
9.643630124676025872e-01 4.512685265947994351e-01
4.311348216861343730e-02 6.617321385757812813e-01
9.442400827931985985e-01 7.191091336198096595e-01
7.428886429591058382e-01 4.223351082151697300e-01
8.258453286397648974e-01 5.598604412553309650e-02
5.712654392840982309e-01 3.230188709801197211e-01
4.075635873694029021e-01 9.240002781205340909e-01
4.368373559630128744e-01 9.851132821941714912e-01
5.654615907698096189e-01 6.024668766568758160e-01
6.240131645620844436e-01 5.506324923308795194e-01
2.513047196551199125e-02 4.020532843596471562e-01
4.117005640314357340e-01 6.102004676513897996e-01
