-2.914988178954617926e+00 1.811349600857659725e+00
1.578784711784268602e+00 3.498077330683915243e+00
3.195788993443009041e+00 -3.468238397777516191e+00
3.101036736655363057e+00 -2.350210993106081947e+00
-3.744641447202282869e+00 3.703356056414074615e+00
2.003959447215852840e+00 2.371934053932600150e+00
-2.473709837735753148e+00 -2.080651049074015546e+00
1.882639147031757831e+00 -2.381839942053880943e+00
-3.198559129712623239e+00 2.989330500442527239e+00
2.259548368079118408e+00 -9.302267685330567470e-01
1.611795062353041486e+00 2.441657251268236628e+00
2.252186288724261409e+00 -2.916148181468735778e+00
-1.533193359259381605e+00 -2.078473543968168524e+00
7.599386215431858105e-02 7.211645583735437626e-03
-1.334954629718180241e+00 -2.097042758322229083e+00
-2.223982138547467180e+00 -2.092977933379522426e+00
1.532343205673970088e+00 -2.181422344703755289e+00
-2.234108835634591728e+00 1.146920987583832652e+00
-1.299077939061394016e+00 -2.043386930697836945e+00
1.750495461279998999e+00 1.746221437875708826e+00
-2.825334718633974340e+00 -1.481069772687722885e+00
-3.417814317559412896e+00 2.210963269221965621e+00
2.341401256421149490e+00 -3.560881291238265689e+00
2.449132136689355921e+00 -1.938038412934230292e+00
-2.480132055803712099e+00 3.689866267581399573e+00
1.957827147520215361e+00 1.843526410666137316e+00
1.816377861256038395e+00 -3.472561080974098324e+00
-2.590974938276984219e+00 -1.856604147746028888e+00
-1.147595896566786067e+00 4.373957388319437811e+00
-1.978729045212397564e+00 -2.169227770997058435e+00
-1.991598597987266572e+00 -2.065601660699849518e+00
2.700864948330966797e+00 9.854769932039444402e-01
-1.778612078133273267e+00 -1.985585416530297520e+00
2.024171831387971743e+00 -1.286348600879909432e+00
8.859892425448903097e-01 -3.040973582293093003e+00
-2.324405016701085458e-01 -2.270369804071653341e+00
-1.952972011148581322e+00 -2.268284542463524733e+00
2.364932149741056921e+00 -1.533649143783902602e+00
-7.146048685577306436e-01 3.169424156984601559e-01
-2.576204204858134172e+00 -1.759275657390643399e+00
2.377330082389913279e+00 7.264281096242131142e-01
-1.371544122516638708e+00 1.889620970058500493e+00
-1.540750634985961431e+00 2.814065317440740621e+00
1.015194817963328777e+00 -1.971369626909251771e+00
2.639464562803309100e+00 4.577679855973604273e-01
2.199244399073082334e+00 1.274980522898134572e+00
-1.433916852055119540e+00 -2.142388410754998862e+00
-2.385869444799828543e+00 -2.194726548721629644e+00
-6.222354985212983358e-01 2.785860463893781169e+00
-3.330955017652126315e+00 3.238588616403111686e+00
2.379111594282573350e+00 1.888304379989385939e+00
-2.511602490279063460e+00 3.790840327082405814e+00
-1.962759915697234625e+00 -1.746461600375155632e+00
1.278942544338263598e+00 2.819011476497657931e+00
2.945519274301139134e+00 -1.749425330580037130e+00
1.959322037883575618e+00 -1.353677581805459385e+00
-1.126165432692538548e+00 7.682491276391618662e-01
-2.991679113706565918e+00 2.502007047038060428e+00
-2.057769990629818579e+00 -2.146454106403004491e+00
2.655411487466973863e+00 1.754460641719685077e+00
-1.975982240911257071e+00 -2.287095312873804964e+00
2.388757145362849332e+00 -1.199683992361856077e+00
-2.941855237423594449e+00 -1.729043995969553826e+00
-4.050992791475739985e+00 1.745055519056419868e+00
-1.375998622029483531e+00 1.860519416482315780e+00
-1.629080832954933999e+00 2.744429579516312057e+00
1.602377035224904045e+00 -2.633193879828716888e-01
2.081361619739706015e+00 2.007589106380393673e+00
2.515098505017844044e+00 1.113000451563041615e+00
-3.069766311486091581e+00 1.695337143832194249e+00
3.301220181316874225e+00 -2.326212002989141769e+00
2.296847120331493297e+00 1.409926382686855995e+00
1.565213684978010944e+00 -1.481045279681309390e+00
1.471212246658951894e+00 -1.672122163607645318e+00
1.579979911169800522e+00 2.942848755377531322e+00
2.313343021953867762e+00 -9.008708239108216276e-01
-1.998032792735844332e+00 2.794317931287042978e+00
-2.040488039489218863e+00 -1.701486504319862814e+00
-2.568592942632417220e-01 2.608487648726552255e+00
-1.752081953743462428e+00 1.833890391078325077e+00
-2.911006895992727994e+00 -2.189558305047561326e+00
1.951917044305750082e+00 2.134550389196827158e+00
-1.727720922202420351e+00 -1.793129579712467114e+00
-2.854456663789804338e+00 -1.526641558280228628e+00
1.919913010796302277e+00 1.192228141674863018e+00
-1.362237212262047859e+00 -1.395129730707356241e+00
2.874930317422436321e+00 -2.343020417599831706e+00
-1.576400709210524553e+00 -2.081401873466087959e+00
3.413847455601003666e+00 -3.558835708147443100e-01
3.038184277199480920e+00 -1.956005726183871474e-01
1.662166984180732721e+00 -1.803546675626980234e+00
1.491616050019985762e+00 -3.616786131508565205e+00
1.700468353052449366e+00 2.450384994602988531e+00
-2.112774747067408310e+00 2.157236788459334420e+00
2.593023805983219354e+00 9.193208479275329914e-01
1.567975493846545776e+00 2.284756876349280486e+00
9.399679407641781115e-01 -1.962967105035535953e+00
-4.421459775589722696e+00 2.556850094931252926e+00
1.644918045869441237e+00 2.424466168936002308e+00
3.195908026709556538e+00 -9.946661014656861255e-01
